filename,t_score,p_value,stat_signif,classifier_mean,majority_class_mean,classifier_std_error,majority_class_std_error,classifier_CI_str,majority_class_CI_str,components,F,T,GROUP,K
F=all_T=kmeans_GROUP=3_K=5,-17.14396952135298,7.9846337466628e-24,-1,0.7398595209223824,0.7657590653133034,0.0064483285926011,0.0051851985690465,"[0.7272, 0.7525]","[0.7556, 0.7759]","['F=all', 'T=kmeans', 'GROUP=3', 'K=5']",all,kmeans,3,5
F=textblob-extra_T=range_GROUP=8_K=5,-15.183524410446935,1.209590267364669e-21,-1,0.6728139502011056,0.6979674363706871,0.0068753983764396,0.0059212847321799,"[0.6593, 0.6863]","[0.6864, 0.7096]","['F=textblob-extra', 'T=range', 'GROUP=8', 'K=5']",textblob-extra,range,8,5
F=textblob_T=freq_GROUP=12_K=5,4.930036474061184,7.514669186024011e-06,1,0.0876342138784398,0.0833880754129386,0.0030777229718188,0.0035751480189921,"[0.0816, 0.0937]","[0.0764, 0.0904]","['F=textblob', 'T=freq', 'GROUP=12', 'K=5']",textblob,freq,12,5
F=vote-count_T=freq_GROUP=20_K=87,11.940317968184765,2.645371703872052e-15,1,0.0596086550807382,0.0499304175862385,0.003946068873411,0.0020342889457608,"[0.0519, 0.0673]","[0.0459, 0.0539]","['F=vote-count', 'T=freq', 'GROUP=20', 'K=87']",vote-count,freq,20,87
F=chi-test_T=range_GROUP=8_K=5,-15.277588267903631,8.898563837889997e-22,-1,0.6711539570187703,0.6973824390342521,0.0071141217179631,0.0061490478711004,"[0.6572, 0.6851]","[0.6853, 0.7094]","['F=chi-test', 'T=range', 'GROUP=8', 'K=5']",chi-test,range,8,5
F=vote-count_T=freq_GROUP=12_K=5,4.318465236685718,0.0001084026644039,1,0.0884216275980042,0.0833577803309693,0.0059635839888006,0.0023844563437046,"[0.0767, 0.1001]","[0.0787, 0.0880]","['F=vote-count', 'T=freq', 'GROUP=12', 'K=5']",vote-count,freq,12,5
F=vote-count_T=freq_GROUP=3_K=5,6.276936703747326,5.410015062388093e-07,1,0.3551481676723551,0.3317115390921421,0.0200661025891591,0.0039474478629331,"[0.3158, 0.3945]","[0.3240, 0.3394]","['F=vote-count', 'T=freq', 'GROUP=3', 'K=5']",vote-count,freq,3,5
F=all_T=range_GROUP=12_K=5,-29.45146387565269,1.558547603769331e-36,-1,0.565553541222887,0.6042764357155648,0.0049792068898743,0.0052027650366321,"[0.5558, 0.5753]","[0.5941, 0.6145]","['F=all', 'T=range', 'GROUP=12', 'K=5']",all,range,12,5
F=chi-test_T=kmeans_GROUP=8_K=87,-0.8382096853845865,0.4053597883743749,0,0.4703943147958818,0.4715131183222509,0.0050628950316086,0.005273909519519,"[0.4605, 0.4803]","[0.4612, 0.4818]","['F=chi-test', 'T=kmeans', 'GROUP=8', 'K=87']",chi-test,kmeans,8,87
F=textblob_T=range_GROUP=12_K=87,0.0,1.0,0,0.6053334988164861,0.6053334988164861,0.0047030100391227,0.0047030100391227,"[0.5961, 0.6146]","[0.5961, 0.6146]","['F=textblob', 'T=range', 'GROUP=12', 'K=87']",textblob,range,12,87
F=textblob-extra_T=log-range_GROUP=8_K=87,0.0,1.0,0,0.6990258213639754,0.6990258213639754,0.0061787580140132,0.0061787580140132,"[0.6869, 0.7111]","[0.6869, 0.7111]","['F=textblob-extra', 'T=log-range', 'GROUP=8', 'K=87']",textblob-extra,log-range,8,87
F=textblob_T=range_GROUP=12_K=5,-15.904313132115217,7.754582058162968e-22,-1,0.571598092346533,0.6047847252557801,0.0092329403198659,0.0067361158013089,"[0.5535, 0.5897]","[0.5916, 0.6180]","['F=textblob', 'T=range', 'GROUP=12', 'K=5']",textblob,range,12,5
F=vote-count_T=log-range_GROUP=8_K=87,0.0,1.0,0,0.6965647534868371,0.6965647534868371,0.0047545915087149,0.0047545915087149,"[0.6872, 0.7059]","[0.6872, 0.7059]","['F=vote-count', 'T=log-range', 'GROUP=8', 'K=87']",vote-count,log-range,8,87
F=textblob_T=log-range_GROUP=8_K=5,-7.660684957602576,5.2346438778786725e-09,-1,0.6731921029407619,0.6955826140557337,0.0152024634417829,0.0050164450856959,"[0.6434, 0.7030]","[0.6858, 0.7054]","['F=textblob', 'T=log-range', 'GROUP=8', 'K=5']",textblob,log-range,8,5
F=all_T=freq_GROUP=3_K=87,33.32268856657978,1.7127086889249775e-36,1,0.3834362112841339,0.332851774805418,0.0068492018841057,0.0047137862169425,"[0.3700, 0.3969]","[0.3236, 0.3421]","['F=all', 'T=freq', 'GROUP=3', 'K=87']",all,freq,3,87
F=textblob_T=kmeans_GROUP=12_K=5,-20.3682574275072,5.9276770008354054e-21,-1,0.2984849749003932,0.3631621514726531,0.0165623326645998,0.0053087034551034,"[0.2660, 0.3309]","[0.3528, 0.3736]","['F=textblob', 'T=kmeans', 'GROUP=12', 'K=5']",textblob,kmeans,12,5
F=textblob_T=kmeans_GROUP=20_K=87,-4.6303703217214425,2.8625603665021905e-05,-1,0.2800574992616921,0.2879250962640265,0.0079880887583801,0.0047751052272472,"[0.2644, 0.2957]","[0.2786, 0.2973]","['F=textblob', 'T=kmeans', 'GROUP=20', 'K=87']",textblob,kmeans,20,87
F=chi-test_T=kmeans_GROUP=20_K=5,-37.96707996484157,1.4487084390127996e-42,-1,0.2336239510377941,0.2893792210708126,0.0058500495784943,0.0055202454896199,"[0.2222, 0.2451]","[0.2786, 0.3002]","['F=chi-test', 'T=kmeans', 'GROUP=20', 'K=5']",chi-test,kmeans,20,5
F=vote-count_T=log-range_GROUP=20_K=5,-6.79245424234374,1.6210406399598266e-07,-1,0.4191061355516156,0.4773413488798022,0.046647996423339,0.005396257184605,"[0.3277, 0.5105]","[0.4668, 0.4879]","['F=vote-count', 'T=log-range', 'GROUP=20', 'K=5']",vote-count,log-range,20,5
F=textblob-extra_T=log-range_GROUP=20_K=5,-28.06281187842552,6.433885455953379e-33,-1,0.4233258608298929,0.4792160313209835,0.0089694855023694,0.0062083504145236,"[0.4057, 0.4409]","[0.4670, 0.4914]","['F=textblob-extra', 'T=log-range', 'GROUP=20', 'K=5']",textblob-extra,log-range,20,5
F=chi-test_T=range_GROUP=12_K=5,-28.168979638834784,5.602936772072044e-35,-1,0.5652157156762437,0.6049244476850002,0.0058768152494865,0.00500773667728,"[0.5537, 0.5767]","[0.5951, 0.6147]","['F=chi-test', 'T=range', 'GROUP=12', 'K=5']",chi-test,range,12,5
F=all_T=freq_GROUP=3_K=5,16.765474208959226,7.909427755456594e-24,1,0.3545353535325734,0.3331721581332338,0.0051331285228422,0.0047287868723358,"[0.3445, 0.3646]","[0.3239, 0.3424]","['F=all', 'T=freq', 'GROUP=3', 'K=5']",all,freq,3,5
F=chi-test_T=kmeans_GROUP=12_K=5,-40.1559532002589,5.556991531588186e-44,-1,0.2991636207277158,0.3612859924938784,0.0058788053400859,0.0061023346805274,"[0.2876, 0.3107]","[0.3493, 0.3732]","['F=chi-test', 'T=kmeans', 'GROUP=12', 'K=5']",chi-test,kmeans,12,5
F=chi-test_T=kmeans_GROUP=12_K=87,-3.279523515753581,0.0017633372467916,-1,0.3727518577044627,0.3774850944127589,0.0057230357059416,0.005453226522662,"[0.3615, 0.3840]","[0.3668, 0.3882]","['F=chi-test', 'T=kmeans', 'GROUP=12', 'K=87']",chi-test,kmeans,12,87
F=all_T=range_GROUP=8_K=87,0.0,1.0,0,0.6969152332671981,0.6969152332671981,0.0059817515364796,0.0059817515364796,"[0.6852, 0.7086]","[0.6852, 0.7086]","['F=all', 'T=range', 'GROUP=8', 'K=87']",all,range,8,87
F=textblob_T=kmeans_GROUP=20_K=5,-22.932771953564657,8.997786470446975e-24,-1,0.2334000245987534,0.2896387613851618,0.0124986870481641,0.0049194077733741,"[0.2089, 0.2579]","[0.2800, 0.2993]","['F=textblob', 'T=kmeans', 'GROUP=20', 'K=5']",textblob,kmeans,20,5
F=all_T=kmeans_GROUP=12_K=87,-2.9560849702534995,0.0044992260857414,-1,0.3725200218220079,0.3769948941304982,0.0058977036678285,0.0058278036532399,"[0.3610, 0.3841]","[0.3656, 0.3884]","['F=all', 'T=kmeans', 'GROUP=12', 'K=87']",all,kmeans,12,87
F=textblob-extra_T=log-range_GROUP=12_K=5,-21.242038949377815,5.449769765445854e-28,-1,0.5656789455832715,0.6067079697821235,0.0083948658508779,0.006437945054122,"[0.5492, 0.5821]","[0.5941, 0.6193]","['F=textblob-extra', 'T=log-range', 'GROUP=12', 'K=5']",textblob-extra,log-range,12,5
F=textblob_T=range_GROUP=8_K=87,0.0,1.0,0,0.699652693200204,0.699652693200204,0.0044539947314601,0.0044539947314601,"[0.6909, 0.7084]","[0.6909, 0.7084]","['F=textblob', 'T=range', 'GROUP=8', 'K=87']",textblob,range,8,87
F=vote-count_T=log-range_GROUP=12_K=5,-5.326507083436605,9.630310392252292e-06,-1,0.559711294287474,0.6050661677902394,0.046396050267078,0.0047467045014282,"[0.4688, 0.6506]","[0.5958, 0.6144]","['F=vote-count', 'T=log-range', 'GROUP=12', 'K=5']",vote-count,log-range,12,5
F=chi-test_T=range_GROUP=20_K=5,-40.67689034253361,2.7058863506863866e-44,-1,0.4223691495201928,0.4774538156195417,0.0053425855155573,0.0051451483507188,"[0.4119, 0.4328]","[0.4674, 0.4875]","['F=chi-test', 'T=range', 'GROUP=20', 'K=5']",chi-test,range,20,5
F=vote-count_T=kmeans_GROUP=12_K=87,-3.1793396781728283,0.0027073697247119,-1,0.3691014531270766,0.3768146917738555,0.0117651067034875,0.0061768840466514,"[0.3460, 0.3922]","[0.3647, 0.3889]","['F=vote-count', 'T=kmeans', 'GROUP=12', 'K=87']",vote-count,kmeans,12,87
F=textblob_T=freq_GROUP=8_K=87,13.146188136269537,5.199543622503139e-19,1,0.1376259881243997,0.1240185075432723,0.0038792827424689,0.0041344250114306,"[0.1300, 0.1452]","[0.1159, 0.1321]","['F=textblob', 'T=freq', 'GROUP=8', 'K=87']",textblob,freq,8,87
F=vote-count_T=log-range_GROUP=20_K=87,-0.0210629333659628,0.983267748912684,0,0.477188567568822,0.4772238012392122,0.0064707448638524,0.0064865498074162,"[0.4645, 0.4899]","[0.4645, 0.4899]","['F=vote-count', 'T=log-range', 'GROUP=20', 'K=87']",vote-count,log-range,20,87
F=chi-test_T=kmeans_GROUP=3_K=5,-22.78117104708909,1.3230207301159662e-30,-1,0.738991609664177,0.7652741011979428,0.0045332867698173,0.0044022243971824,"[0.7301, 0.7479]","[0.7566, 0.7739]","['F=chi-test', 'T=kmeans', 'GROUP=3', 'K=5']",chi-test,kmeans,3,5
F=textblob-extra_T=freq_GROUP=20_K=87,6.1654091042777,7.262727152250479e-08,1,0.0551486276859071,0.0506868930112634,0.0027949496186967,0.002810568755463,"[0.0497, 0.0606]","[0.0452, 0.0562]","['F=textblob-extra', 'T=freq', 'GROUP=20', 'K=87']",textblob-extra,freq,20,87
F=vote-count_T=freq_GROUP=8_K=87,18.422967411846624,1.2406771806492197e-21,1,0.1492586632366967,0.1248145262821875,0.0065539565420568,0.00314005583833,"[0.1364, 0.1621]","[0.1187, 0.1310]","['F=vote-count', 'T=freq', 'GROUP=8', 'K=87']",vote-count,freq,8,87
F=vote-count_T=range_GROUP=20_K=5,-8.088553327413637,4.190698928670124e-09,-1,0.4276661267211649,0.4784462245326801,0.0338895619368418,0.0058226766944509,"[0.3612, 0.4941]","[0.4670, 0.4899]","['F=vote-count', 'T=range', 'GROUP=20', 'K=5']",vote-count,range,20,5
F=textblob_T=log-range_GROUP=3_K=87,0.0,1.0,0,0.8775467508347362,0.8775467508347362,0.0034890972451766,0.0034890972451766,"[0.8707, 0.8844]","[0.8707, 0.8844]","['F=textblob', 'T=log-range', 'GROUP=3', 'K=87']",textblob,log-range,3,87
F=textblob-extra_T=log-range_GROUP=8_K=5,-16.057768146237006,6.394326424390907e-22,-1,0.6749717827677589,0.6995695839200127,0.0068193933646709,0.0048878565143603,"[0.6616, 0.6883]","[0.6900, 0.7091]","['F=textblob-extra', 'T=log-range', 'GROUP=8', 'K=5']",textblob-extra,log-range,8,5
F=all_T=kmeans_GROUP=8_K=87,-1.1229118924423789,0.2661055104281224,0,0.4709286643396477,0.4723207814451496,0.0048700236712616,0.0047319568800754,"[0.4614, 0.4805]","[0.4630, 0.4816]","['F=all', 'T=kmeans', 'GROUP=8', 'K=87']",all,kmeans,8,87
F=all_T=log-range_GROUP=20_K=5,-40.81874142399822,3.6307956613341387e-44,-1,0.4220747819819933,0.4781746926491304,0.0055611298175977,0.0050734931953013,"[0.4112, 0.4330]","[0.4682, 0.4881]","['F=all', 'T=log-range', 'GROUP=20', 'K=5']",all,log-range,20,5
F=vote-count_T=kmeans_GROUP=3_K=5,-7.094494529565813,8.129028614017195e-09,-1,0.7511911821932123,0.764609820801457,0.0091469533749212,0.0048638306719638,"[0.7333, 0.7691]","[0.7551, 0.7741]","['F=vote-count', 'T=kmeans', 'GROUP=3', 'K=5']",vote-count,kmeans,3,5
F=textblob-extra_T=range_GROUP=20_K=87,-0.0908352393830971,0.9279365028023472,0,0.4780916230448455,0.4782283964798358,0.0058486964017838,0.0058145958495794,"[0.4666, 0.4896]","[0.4668, 0.4896]","['F=textblob-extra', 'T=range', 'GROUP=20', 'K=87']",textblob-extra,range,20,87
F=textblob-extra_T=kmeans_GROUP=12_K=87,-1.7523475006132474,0.0850018942849559,0,0.3741601750001292,0.3774215737524214,0.0071256501384567,0.0072898961553555,"[0.3602, 0.3881]","[0.3631, 0.3917]","['F=textblob-extra', 'T=kmeans', 'GROUP=12', 'K=87']",textblob-extra,kmeans,12,87
F=textblob_T=freq_GROUP=20_K=87,11.637909032755648,1.1187614533862266e-15,1,0.057798257955038,0.0498240122722954,0.0031798192846628,0.0019933753656763,"[0.0516, 0.0640]","[0.0459, 0.0537]","['F=textblob', 'T=freq', 'GROUP=20', 'K=87']",textblob,freq,20,87
F=all_T=log-range_GROUP=12_K=5,-22.61348068454822,7.340335897598769e-30,-1,0.5650619740989898,0.604298163942364,0.0073161955396616,0.0060653378440599,"[0.5507, 0.5794]","[0.5924, 0.6162]","['F=all', 'T=log-range', 'GROUP=12', 'K=5']",all,log-range,12,5
F=vote-count_T=kmeans_GROUP=3_K=87,0.0,1.0,0,0.7656167617022639,0.7656167617022639,0.0053232710058727,0.0053232710058727,"[0.7552, 0.7761]","[0.7552, 0.7761]","['F=vote-count', 'T=kmeans', 'GROUP=3', 'K=87']",vote-count,kmeans,3,87
F=all_T=range_GROUP=12_K=87,-0.0057802593624479,0.9954078817778572,0,0.605558941412604,0.6055677246366634,0.00588329148418,0.005886865115061,"[0.5940, 0.6171]","[0.5940, 0.6171]","['F=all', 'T=range', 'GROUP=12', 'K=87']",all,range,12,87
F=all_T=freq_GROUP=20_K=87,11.794411494398288,5.054525319271424e-17,1,0.0591504475976157,0.0508693826819525,0.0026444245309592,0.0027921490439726,"[0.0540, 0.0643]","[0.0454, 0.0563]","['F=all', 'T=freq', 'GROUP=20', 'K=87']",all,freq,20,87
F=chi-test_T=log-range_GROUP=8_K=87,0.0,1.0,0,0.6985798929394818,0.6985798929394818,0.0048285050432137,0.0048285050432137,"[0.6891, 0.7080]","[0.6891, 0.7080]","['F=chi-test', 'T=log-range', 'GROUP=8', 'K=87']",chi-test,log-range,8,87
F=vote-count_T=range_GROUP=12_K=5,-5.826367607967528,2.2434964331025955e-06,-1,0.565615406799513,0.6047328494185408,0.0364333095403244,0.0049893135529829,"[0.4942, 0.6370]","[0.5950, 0.6145]","['F=vote-count', 'T=range', 'GROUP=12', 'K=5']",vote-count,range,12,5
F=textblob-extra_T=range_GROUP=8_K=87,0.0,1.0,0,0.6971767292238713,0.6971767292238713,0.0043824191177331,0.0043824191177331,"[0.6886, 0.7058]","[0.6886, 0.7058]","['F=textblob-extra', 'T=range', 'GROUP=8', 'K=87']",textblob-extra,range,8,87
F=all_T=range_GROUP=8_K=5,-15.428114767606369,3.7990403936620814e-22,-1,0.6722625954301488,0.6986493508890892,0.0068366466556431,0.0064042472554231,"[0.6589, 0.6857]","[0.6861, 0.7112]","['F=all', 'T=range', 'GROUP=8', 'K=5']",all,range,8,5
F=chi-test_T=freq_GROUP=8_K=5,8.77448982073368,3.3932028377739112e-12,1,0.1330768770408497,0.1247478064146096,0.0038545081281638,0.0034891682479737,"[0.1255, 0.1406]","[0.1179, 0.1316]","['F=chi-test', 'T=freq', 'GROUP=8', 'K=5']",chi-test,freq,8,5
F=chi-test_T=freq_GROUP=20_K=87,12.337152012606872,5.646952644531068e-17,1,0.0584684129339869,0.0500918946196935,0.0021024385039532,0.0030675128991643,"[0.0543, 0.0626]","[0.0441, 0.0561]","['F=chi-test', 'T=freq', 'GROUP=20', 'K=87']",chi-test,freq,20,87
F=all_T=kmeans_GROUP=12_K=5,-51.711482357045504,2.230231054102876e-48,-1,0.3007341163738342,0.3625270794482946,0.0051327054991869,0.0040611516883414,"[0.2907, 0.3108]","[0.3546, 0.3705]","['F=all', 'T=kmeans', 'GROUP=12', 'K=5']",all,kmeans,12,5
F=textblob-extra_T=kmeans_GROUP=3_K=5,-12.883603199366732,8.921258703047931e-17,-1,0.7372606683861757,0.7649015555585337,0.0102637356826056,0.0057220634242364,"[0.7171, 0.7574]","[0.7537, 0.7761]","['F=textblob-extra', 'T=kmeans', 'GROUP=3', 'K=5']",textblob-extra,kmeans,3,5
F=textblob-extra_T=freq_GROUP=3_K=5,6.104292842906015,9.849437282526725e-08,1,0.3428040722876313,0.3342101418631406,0.0050289712840509,0.0058455727396743,"[0.3329, 0.3527]","[0.3228, 0.3457]","['F=textblob-extra', 'T=freq', 'GROUP=3', 'K=5']",textblob-extra,freq,3,5
F=vote-count_T=range_GROUP=20_K=87,-0.0212895607785584,0.983087744798948,0,0.4800281007458423,0.4800589726097353,0.005619072682672,0.0056133054962487,"[0.4690, 0.4910]","[0.4691, 0.4911]","['F=vote-count', 'T=range', 'GROUP=20', 'K=87']",vote-count,range,20,87
F=textblob-extra_T=range_GROUP=20_K=5,-30.61844838297063,1.019896059280032e-34,-1,0.4219109541056666,0.4774510512259374,0.0081787719406662,0.005640858447282,"[0.4059, 0.4379]","[0.4664, 0.4885]","['F=textblob-extra', 'T=range', 'GROUP=20', 'K=5']",textblob-extra,range,20,5
F=all_T=log-range_GROUP=3_K=5,-8.059442623386019,5.784355407707748e-11,-1,0.8717901372421639,0.878098062686312,0.0032657875743546,0.0027770565560182,"[0.8654, 0.8782]","[0.8727, 0.8835]","['F=all', 'T=log-range', 'GROUP=3', 'K=5']",all,log-range,3,5
F=chi-test_T=log-range_GROUP=20_K=5,-32.71312799136989,1.465514989772715e-38,-1,0.4252272389059261,0.4795316606720183,0.0068734402676592,0.005951952192101,"[0.4118, 0.4387]","[0.4679, 0.4912]","['F=chi-test', 'T=log-range', 'GROUP=20', 'K=5']",chi-test,log-range,20,5
F=chi-test_T=freq_GROUP=3_K=87,33.74482241338325,7.06695548803504e-39,1,0.3840717547040355,0.3325382087434866,0.0053170372564307,0.0064571750601034,"[0.3737, 0.3945]","[0.3199, 0.3452]","['F=chi-test', 'T=freq', 'GROUP=3', 'K=87']",chi-test,freq,3,87
F=all_T=log-range_GROUP=12_K=87,0.0123976317690509,0.9901509213310572,0,0.6050402300100075,0.605027078221757,0.0041118734473865,0.0041052830924159,"[0.5970, 0.6131]","[0.5970, 0.6131]","['F=all', 'T=log-range', 'GROUP=12', 'K=87']",all,log-range,12,87
F=textblob-extra_T=log-range_GROUP=12_K=87,0.0,1.0,0,0.6064161919936442,0.6064161919936442,0.0058680109852218,0.0058680109852218,"[0.5949, 0.6179]","[0.5949, 0.6179]","['F=textblob-extra', 'T=log-range', 'GROUP=12', 'K=87']",textblob-extra,log-range,12,87
F=textblob-extra_T=freq_GROUP=3_K=87,12.811991732023731,1.908820825332323e-18,1,0.3500099949014042,0.3323802321776975,0.0056420435713493,0.0049971594067178,"[0.3390, 0.3611]","[0.3226, 0.3422]","['F=textblob-extra', 'T=freq', 'GROUP=3', 'K=87']",textblob-extra,freq,3,87
F=textblob_T=freq_GROUP=8_K=5,6.803180356391215,6.7603910559046075e-09,1,0.1310682497506308,0.123846691288591,0.0043735630109084,0.0038308289425253,"[0.1225, 0.1396]","[0.1163, 0.1314]","['F=textblob', 'T=freq', 'GROUP=8', 'K=5']",textblob,freq,8,5
F=vote-count_T=log-range_GROUP=3_K=5,-1.629386693982975,0.1134623204373172,0,0.8704764710055598,0.8771063092508945,0.0219728389330711,0.0037251536831532,"[0.8274, 0.9135]","[0.8698, 0.8844]","['F=vote-count', 'T=log-range', 'GROUP=3', 'K=5']",vote-count,log-range,3,5
F=chi-test_T=log-range_GROUP=12_K=5,-20.869746834854872,1.450980575536342e-28,-1,0.5683075525336174,0.6062877534647291,0.0072996447818565,0.0067876990579706,"[0.5540, 0.5826]","[0.5930, 0.6196]","['F=chi-test', 'T=log-range', 'GROUP=12', 'K=5']",chi-test,log-range,12,5
F=textblob-extra_T=range_GROUP=12_K=5,-21.11089655409158,2.10482682504364e-28,-1,0.5677698240408373,0.6061910809079976,0.0076489829518334,0.0063923459112396,"[0.5528, 0.5828]","[0.5937, 0.6187]","['F=textblob-extra', 'T=range', 'GROUP=12', 'K=5']",textblob-extra,range,12,5
F=vote-count_T=range_GROUP=8_K=87,0.0,1.0,0,0.6976228705576718,0.6976228705576718,0.0050674099312621,0.0050674099312621,"[0.6877, 0.7076]","[0.6877, 0.7076]","['F=vote-count', 'T=range', 'GROUP=8', 'K=87']",vote-count,range,8,87
F=all_T=log-range_GROUP=8_K=87,0.0,1.0,0,0.6976953941129894,0.6976953941129894,0.0048813266002446,0.0048813266002446,"[0.6881, 0.7073]","[0.6881, 0.7073]","['F=all', 'T=log-range', 'GROUP=8', 'K=87']",all,log-range,8,87
F=all_T=kmeans_GROUP=20_K=5,-36.20688015306641,1.6285087118441186e-41,-1,0.2341643014847527,0.2889282347001978,0.0058532269793496,0.0058627634708715,"[0.2227, 0.2456]","[0.2774, 0.3004]","['F=all', 'T=kmeans', 'GROUP=20', 'K=5']",all,kmeans,20,5
F=vote-count_T=range_GROUP=3_K=5,-1.65465290458987,0.1085885958114531,0,0.8663456159832053,0.8778259436325287,0.0378312340326327,0.0036000068144476,"[0.7922, 0.9405]","[0.8708, 0.8849]","['F=vote-count', 'T=range', 'GROUP=3', 'K=5']",vote-count,range,3,5
F=chi-test_T=log-range_GROUP=8_K=5,-18.64014575008861,4.6813308313628007e-26,-1,0.6714333324637292,0.6975846285918238,0.0056715716802045,0.0051847665150976,"[0.6603, 0.6825]","[0.6874, 0.7077]","['F=chi-test', 'T=log-range', 'GROUP=8', 'K=5']",chi-test,log-range,8,5
F=textblob-extra_T=kmeans_GROUP=3_K=87,0.0,1.0,0,0.7657650714566082,0.7657650714566082,0.00557318271128,0.00557318271128,"[0.7548, 0.7767]","[0.7548, 0.7767]","['F=textblob-extra', 'T=kmeans', 'GROUP=3', 'K=87']",textblob-extra,kmeans,3,87
F=textblob_T=range_GROUP=3_K=5,-4.2691210886762185,7.385534917340772e-05,-1,0.873590442895203,0.8777479275822154,0.0038733936416731,0.0036671994259741,"[0.8660, 0.8812]","[0.8706, 0.8849]","['F=textblob', 'T=range', 'GROUP=3', 'K=5']",textblob,range,3,5
F=all_T=freq_GROUP=12_K=5,11.286930157728952,2.919430096741346e-16,1,0.0913386879855682,0.083036430924667,0.0028116229366269,0.0028855500150177,"[0.0858, 0.0968]","[0.0774, 0.0887]","['F=all', 'T=freq', 'GROUP=12', 'K=5']",all,freq,12,5
F=chi-test_T=kmeans_GROUP=8_K=5,-42.91863892631604,3.432262103494651e-45,-1,0.4123541354038672,0.4741922173027522,0.0059058052044556,0.0052345420882417,"[0.4008, 0.4239]","[0.4639, 0.4845]","['F=chi-test', 'T=kmeans', 'GROUP=8', 'K=5']",chi-test,kmeans,8,5
F=textblob_T=kmeans_GROUP=3_K=87,0.0,1.0,0,0.7652647287473504,0.7652647287473504,0.004290032360963,0.004290032360963,"[0.7569, 0.7737]","[0.7569, 0.7737]","['F=textblob', 'T=kmeans', 'GROUP=3', 'K=87']",textblob,kmeans,3,87
F=textblob_T=kmeans_GROUP=12_K=87,-2.8679790079253347,0.0057583522685275,-1,0.3723769737503478,0.3761656258066955,0.0052772284120827,0.0049501031795576,"[0.3620, 0.3827]","[0.3665, 0.3859]","['F=textblob', 'T=kmeans', 'GROUP=12', 'K=87']",textblob,kmeans,12,87
F=chi-test_T=range_GROUP=3_K=87,0.0,1.0,0,0.8775070100278505,0.8775070100278505,0.0042748754235653,0.0042748754235653,"[0.8691, 0.8859]","[0.8691, 0.8859]","['F=chi-test', 'T=range', 'GROUP=3', 'K=87']",chi-test,range,3,87
