filename,t_score,p_value,stat_signif,classifier_mean,majority_class_mean,classifier_std_error,majority_class_std_error,classifier_CI_str,majority_class_CI_str,components,F,T,GROUP,K,CRIT
F=cate3-recc_T=range_GROUP=8_CRIT=gini,-2.819675282960376,0.0065677107769893,-1,0.6909270363554615,0.7019930774391114,0.0152418212468541,0.0151577280229293,"[0.6611, 0.7208]","[0.6723, 0.7317]","['F=cate3-recc', 'T=range', 'GROUP=8', 'CRIT=gini']",cate3-recc,range,8,,gini
F=cate3-recc_T=range_GROUP=8_CRIT=log-loss,-3.9452113980734778,0.0002177360880805,-1,0.6898840263624829,0.7021056922061611,0.0120934680885233,0.011901593381079,"[0.6662, 0.7136]","[0.6788, 0.7254]","['F=cate3-recc', 'T=range', 'GROUP=8', 'CRIT=log-loss']",cate3-recc,range,8,,log-loss
F=cate3-recc_T=range_GROUP=8_CRIT=random,-3.1461359910245448,0.0026127665176472,-1,0.684609746777818,0.6967780612476658,0.0146382531267047,0.0153132283035328,"[0.6559, 0.7133]","[0.6668, 0.7268]","['F=cate3-recc', 'T=range', 'GROUP=8', 'CRIT=random']",cate3-recc,range,8,,random
F=cate3_T=freq_GROUP=8_CRIT=entropy,31.95988886409553,1.000003011387558e-37,1,0.2306915339364987,0.1244472961427596,0.0139855174550354,0.0116590860135677,"[0.2033, 0.2581]","[0.1016, 0.1473]","['F=cate3', 'T=freq', 'GROUP=8', 'CRIT=entropy']",cate3,freq,8,,entropy
F=cate3_T=freq_GROUP=8_CRIT=gini,30.81291255613849,1.8204777151848534e-34,1,0.2320731098735134,0.1265910701888228,0.0155838850870848,0.0104265679731716,"[0.2015, 0.2626]","[0.1062, 0.1470]","['F=cate3', 'T=freq', 'GROUP=8', 'CRIT=gini']",cate3,freq,8,,gini
F=cate3_T=freq_GROUP=8_CRIT=log-loss,33.568929433458486,3.5691160331354696e-33,1,0.2300331836634278,0.123778235567672,0.0152848143986616,0.0081819150958427,"[0.2001, 0.2600]","[0.1077, 0.1398]","['F=cate3', 'T=freq', 'GROUP=8', 'CRIT=log-loss']",cate3,freq,8,,log-loss
F=cate3_T=freq_GROUP=8_CRIT=random,33.737840115810855,7.287774313056528e-34,1,0.2332751517343944,0.1264312551457215,0.0151371824248925,0.0084699901744396,"[0.2036, 0.2629]","[0.1098, 0.1430]","['F=cate3', 'T=freq', 'GROUP=8', 'CRIT=random']",cate3,freq,8,,random
F=cate3_T=kmeans_GROUP=8_CRIT=entropy,-0.6336694169611287,0.5287976688503221,0,0.4656943665460272,0.4686177678806176,0.018425996909937,0.0172916135534808,"[0.4296, 0.5018]","[0.4347, 0.5025]","['F=cate3', 'T=kmeans', 'GROUP=8', 'CRIT=entropy']",cate3,kmeans,8,,entropy
F=cate3_T=kmeans_GROUP=8_CRIT=gini,-0.2602166661761776,0.7956184653794138,0,0.4656676104118912,0.4666561320734106,0.0145945236056995,0.014830225890674,"[0.4371, 0.4943]","[0.4376, 0.4957]","['F=cate3', 'T=kmeans', 'GROUP=8', 'CRIT=gini']",cate3,kmeans,8,,gini
F=cate3_T=kmeans_GROUP=8_CRIT=log-loss,0.8822000743109244,0.3813113680377552,0,0.4703783972440422,0.4677243716700915,0.0115511161289687,0.0117511223108691,"[0.4477, 0.4930]","[0.4447, 0.4908]","['F=cate3', 'T=kmeans', 'GROUP=8', 'CRIT=log-loss']",cate3,kmeans,8,,log-loss
F=cate3_T=kmeans_GROUP=8_CRIT=random,-1.4862867305698009,0.1427200596450669,0,0.4619446770543893,0.4690300686381592,0.0196845389511844,0.0171551204763348,"[0.4234, 0.5005]","[0.4354, 0.5027]","['F=cate3', 'T=kmeans', 'GROUP=8', 'CRIT=random']",cate3,kmeans,8,,random
F=cate3_T=log-range_GROUP=8_CRIT=entropy,-1.359287231928247,0.1793185919710559,0,0.6946754550840644,0.6998912209406967,0.0149709363987906,0.0147505507282336,"[0.6653, 0.7240]","[0.6710, 0.7288]","['F=cate3', 'T=log-range', 'GROUP=8', 'CRIT=entropy']",cate3,log-range,8,,entropy
F=cate3_T=log-range_GROUP=8_CRIT=gini,-2.414126627274613,0.0189501015494277,-1,0.6827869087363995,0.6914662176667263,0.0138369305773293,0.0140109562912721,"[0.6557, 0.7099]","[0.6640, 0.7189]","['F=cate3', 'T=log-range', 'GROUP=8', 'CRIT=gini']",cate3,log-range,8,,gini
F=cate3_T=log-range_GROUP=8_CRIT=log-loss,-1.527906517276915,0.1319713919901634,0,0.689660586805478,0.6963640655119115,0.0170084819071503,0.0169758609011472,"[0.6563, 0.7230]","[0.6631, 0.7296]","['F=cate3', 'T=log-range', 'GROUP=8', 'CRIT=log-loss']",cate3,log-range,8,,log-loss
F=cate3_T=log-range_GROUP=8_CRIT=random,-2.059735986816504,0.04395071555573,-1,0.6892482745828198,0.695903166378323,0.0130077258962805,0.0119987106260827,"[0.6638, 0.7147]","[0.6724, 0.7194]","['F=cate3', 'T=log-range', 'GROUP=8', 'CRIT=random']",cate3,log-range,8,,random
F=cate3_T=range_GROUP=8_CRIT=entropy,-1.7163403330127576,0.0915451684533934,0,0.6968551889125785,0.7029445241421596,0.0146874128718819,0.0127239625300415,"[0.6681, 0.7256]","[0.6780, 0.7279]","['F=cate3', 'T=range', 'GROUP=8', 'CRIT=entropy']",cate3,range,8,,entropy
F=cate3_T=range_GROUP=8_CRIT=gini,-1.5075598790664462,0.1373422498210816,0,0.6861854389601801,0.6927047650725666,0.018451849766467,0.0148508646951669,"[0.6500, 0.7224]","[0.6636, 0.7218]","['F=cate3', 'T=range', 'GROUP=8', 'CRIT=gini']",cate3,range,8,,gini
F=cate3_T=range_GROUP=8_CRIT=log-loss,-1.9118304005109503,0.0608628769599393,0,0.6924869852121962,0.699265437372238,0.0132807526157405,0.0141684548470257,"[0.6665, 0.7185]","[0.6715, 0.7270]","['F=cate3', 'T=range', 'GROUP=8', 'CRIT=log-loss']",cate3,range,8,,log-loss
F=cate3_T=range_GROUP=8_CRIT=random,-2.149714210034895,0.0357657961084994,-1,0.6884494912527178,0.6965205704001476,0.014789512242778,0.0142883183133191,"[0.6595, 0.7174]","[0.6685, 0.7245]","['F=cate3', 'T=range', 'GROUP=8', 'CRIT=random']",cate3,range,8,,random
F=continuous-all_T=freq_GROUP=8_CRIT=entropy,3.585969357195974,0.0007005135116274,1,0.1364419771282239,0.1261064643963377,0.0120040068571729,0.0102526904057983,"[0.1129, 0.1600]","[0.1060, 0.1462]","['F=continuous-all', 'T=freq', 'GROUP=8', 'CRIT=entropy']",continuous-all,freq,8,,entropy
F=continuous-all_T=freq_GROUP=8_CRIT=gini,5.01508167430659,5.338449208194936e-06,1,0.133821610255191,0.1227973692331211,0.0083245485671073,0.0086986617046947,"[0.1175, 0.1501]","[0.1057, 0.1398]","['F=continuous-all', 'T=freq', 'GROUP=8', 'CRIT=gini']",continuous-all,freq,8,,gini
F=continuous-all_T=freq_GROUP=8_CRIT=log-loss,3.948090426514488,0.0002275806738074,1,0.1350575501834016,0.1235486064505201,0.0097709070753425,0.0126276541452652,"[0.1159, 0.1542]","[0.0988, 0.1483]","['F=continuous-all', 'T=freq', 'GROUP=8', 'CRIT=log-loss']",continuous-all,freq,8,,log-loss
F=continuous-all_T=freq_GROUP=8_CRIT=random,4.755342982510118,1.401712593580373e-05,1,0.1363066040227088,0.1234361445550999,0.0112541349886535,0.0096489863149623,"[0.1142, 0.1584]","[0.1045, 0.1423]","['F=continuous-all', 'T=freq', 'GROUP=8', 'CRIT=random']",continuous-all,freq,8,,random
F=continuous-all_T=kmeans_GROUP=8_CRIT=entropy,-45.811305069865845,5.113568634683124e-44,-1,0.3132133443772616,0.4697683466308087,0.0108881298238088,0.0152251385037714,"[0.2919, 0.3346]","[0.4399, 0.4996]","['F=continuous-all', 'T=kmeans', 'GROUP=8', 'CRIT=entropy']",continuous-all,kmeans,8,,entropy
F=continuous-all_T=kmeans_GROUP=8_CRIT=gini,-32.51127004521948,1.1997386074254151e-37,-1,0.3222271424901864,0.4724318527554988,0.0157155560997135,0.0198337043612079,"[0.2914, 0.3530]","[0.4336, 0.5113]","['F=continuous-all', 'T=kmeans', 'GROUP=8', 'CRIT=gini']",continuous-all,kmeans,8,,gini
F=continuous-all_T=kmeans_GROUP=8_CRIT=log-loss,-39.8590485966749,1.82807338567096e-40,-1,0.311867725569515,0.4689777023040739,0.0123028558408335,0.0177407794725889,"[0.2878, 0.3360]","[0.4342, 0.5037]","['F=continuous-all', 'T=kmeans', 'GROUP=8', 'CRIT=log-loss']",continuous-all,kmeans,8,,log-loss
F=continuous-all_T=kmeans_GROUP=8_CRIT=random,-22.90879504059703,1.1034960714626406e-30,-1,0.3912910347218447,0.4692002455468118,0.0135579717338497,0.0127731498209888,"[0.3647, 0.4179]","[0.4442, 0.4942]","['F=continuous-all', 'T=kmeans', 'GROUP=8', 'CRIT=random']",continuous-all,kmeans,8,,random
F=continuous-all_T=log-range_GROUP=8_CRIT=entropy,-46.76896144349821,1.86525313958808e-47,-1,0.5289001933878812,0.6993667941726902,0.0147612996233689,0.0134408144804666,"[0.5000, 0.5578]","[0.6730, 0.7257]","['F=continuous-all', 'T=log-range', 'GROUP=8', 'CRIT=entropy']",continuous-all,log-range,8,,entropy
F=continuous-all_T=log-range_GROUP=8_CRIT=gini,-34.32034392430937,6.792463782282881e-40,-1,0.5319625130190737,0.6976751107566289,0.0176228558598026,0.0197190377839483,"[0.4974, 0.5665]","[0.6590, 0.7363]","['F=continuous-all', 'T=log-range', 'GROUP=8', 'CRIT=gini']",continuous-all,log-range,8,,gini
F=continuous-all_T=log-range_GROUP=8_CRIT=log-loss,-43.981353952852,9.124211490105032e-45,-1,0.5330937750417541,0.6961440015074439,0.0158410006326283,0.0127033679073574,"[0.5020, 0.5641]","[0.6712, 0.7210]","['F=continuous-all', 'T=log-range', 'GROUP=8', 'CRIT=log-loss']",continuous-all,log-range,8,,log-loss
F=continuous-all_T=log-range_GROUP=8_CRIT=random,-10.81841947378807,1.5527449604414302e-15,-1,0.6576946682188639,0.6994585950745192,0.0148965888282426,0.0150060986952961,"[0.6285, 0.6869]","[0.6700, 0.7289]","['F=continuous-all', 'T=log-range', 'GROUP=8', 'CRIT=random']",continuous-all,log-range,8,,random
F=continuous-all_T=range_GROUP=8_CRIT=entropy,-38.29987990941118,2.5057579270263e-41,-1,0.5315649805535237,0.7006503632003477,0.0190006899984383,0.0149559733316496,"[0.4943, 0.5688]","[0.6713, 0.7300]","['F=continuous-all', 'T=range', 'GROUP=8', 'CRIT=entropy']",continuous-all,range,8,,entropy
F=continuous-all_T=range_GROUP=8_CRIT=gini,-46.02484425678116,2.345848819530658e-47,-1,0.5265130574901898,0.698583411901631,0.0145110324897509,0.014448285610954,"[0.4981, 0.5550]","[0.6703, 0.7269]","['F=continuous-all', 'T=range', 'GROUP=8', 'CRIT=gini']",continuous-all,range,8,,gini
F=continuous-all_T=range_GROUP=8_CRIT=log-loss,-32.60564672550472,2.1713888131543742e-38,-1,0.5305793274367264,0.6992039962762703,0.0215320676227862,0.0184050507113082,"[0.4884, 0.5728]","[0.6631, 0.7353]","['F=continuous-all', 'T=range', 'GROUP=8', 'CRIT=log-loss']",continuous-all,range,8,,log-loss
F=continuous-all_T=range_GROUP=8_CRIT=random,-11.027410590925466,7.79990686606211e-16,-1,0.660402296044792,0.7004720131002594,0.0145536193525991,0.0135754879219584,"[0.6319, 0.6889]","[0.6739, 0.7271]","['F=continuous-all', 'T=range', 'GROUP=8', 'CRIT=random']",continuous-all,range,8,,random
F=every_T=freq_GROUP=8_CRIT=entropy,12.119260891793012,1.92097980962333e-17,1,0.1665599834289916,0.1259059484393338,0.0137084650475395,0.0122334650527312,"[0.1397, 0.1934]","[0.1019, 0.1499]","['F=every', 'T=freq', 'GROUP=8', 'CRIT=entropy']",every,freq,8,,entropy
F=every_T=freq_GROUP=8_CRIT=gini,19.459357816609018,8.891589161995647e-27,1,0.1722627920363292,0.1247566567065234,0.0087170580521583,0.0101395911133347,"[0.1552, 0.1893]","[0.1049, 0.1446]","['F=every', 'T=freq', 'GROUP=8', 'CRIT=gini']",every,freq,8,,gini
F=every_T=freq_GROUP=8_CRIT=log-loss,13.388197835418453,6.0270821544657395e-19,1,0.1648309269252505,0.1246675324380522,0.012904829324144,0.0101710009306354,"[0.1395, 0.1901]","[0.1047, 0.1446]","['F=every', 'T=freq', 'GROUP=8', 'CRIT=log-loss']",every,freq,8,,log-loss
F=every_T=freq_GROUP=8_CRIT=random,24.451713002656863,1.863457201794672e-27,1,0.207552149566642,0.1268722607762693,0.0159059427892054,0.0085798500196318,"[0.1764, 0.2387]","[0.1101, 0.1437]","['F=every', 'T=freq', 'GROUP=8', 'CRIT=random']",every,freq,8,,random
F=every_T=kmeans_GROUP=8_CRIT=entropy,-25.56636238603878,3.438767248912336e-33,-1,0.349344912173204,0.471216100139716,0.0190216791673721,0.0178847261498261,"[0.3121, 0.3866]","[0.4362, 0.5063]","['F=every', 'T=kmeans', 'GROUP=8', 'CRIT=entropy']",every,kmeans,8,,entropy
F=every_T=kmeans_GROUP=8_CRIT=gini,-25.40667717814488,2.5026035385613004e-32,-1,0.3733168241308843,0.4775254060805951,0.0174141809794949,0.0141931445394878,"[0.3392, 0.4074]","[0.4497, 0.5053]","['F=every', 'T=kmeans', 'GROUP=8', 'CRIT=gini']",every,kmeans,8,,gini
F=every_T=kmeans_GROUP=8_CRIT=log-loss,-29.260540288443085,3.080079593826397e-36,-1,0.3499484523924545,0.4685076555880873,0.0163849633548544,0.0149685221940476,"[0.3178, 0.3821]","[0.4392, 0.4978]","['F=every', 'T=kmeans', 'GROUP=8', 'CRIT=log-loss']",every,kmeans,8,,log-loss
F=every_T=kmeans_GROUP=8_CRIT=random,-15.18820420865685,7.9911918693717545e-22,-1,0.4095540907072855,0.4703040261704867,0.0160225225458008,0.014940991991067,"[0.3781, 0.4410]","[0.4410, 0.4996]","['F=every', 'T=kmeans', 'GROUP=8', 'CRIT=random']",every,kmeans,8,,random
F=every_T=log-range_GROUP=8_CRIT=entropy,-30.08881356912354,1.8008090180277025e-36,-1,0.5757253219909957,0.6989272716207345,0.0170976583020881,0.0145136126638129,"[0.5422, 0.6092]","[0.6705, 0.7274]","['F=every', 'T=log-range', 'GROUP=8', 'CRIT=entropy']",every,log-range,8,,entropy
F=every_T=log-range_GROUP=8_CRIT=gini,-31.511938455061788,4.5022054855904967e-38,-1,0.5819165256045936,0.6991576126491792,0.0139199158435837,0.0148830799183504,"[0.5546, 0.6092]","[0.6700, 0.7283]","['F=every', 'T=log-range', 'GROUP=8', 'CRIT=gini']",every,log-range,8,,gini
F=every_T=log-range_GROUP=8_CRIT=log-loss,-32.64811170745277,3.308363843830999e-36,-1,0.5770103488570637,0.6974648375117539,0.0165850611826222,0.0115456993981778,"[0.5445, 0.6095]","[0.6748, 0.7201]","['F=every', 'T=log-range', 'GROUP=8', 'CRIT=log-loss']",every,log-range,8,,log-loss
F=every_T=log-range_GROUP=8_CRIT=random,-14.220291845417908,1.589889533011878e-20,-1,0.6386343506070595,0.6973925127596124,0.0154990915514065,0.0164917985955786,"[0.6083, 0.6690]","[0.6651, 0.7297]","['F=every', 'T=log-range', 'GROUP=8', 'CRIT=random']",every,log-range,8,,random
F=every_T=range_GROUP=8_CRIT=entropy,-28.72758174736914,1.4833993807724514e-31,-1,0.5774375244539851,0.7008827972264638,0.0202325671100246,0.012024770772143,"[0.5378, 0.6171]","[0.6773, 0.7245]","['F=every', 'T=range', 'GROUP=8', 'CRIT=entropy']",every,range,8,,entropy
F=every_T=range_GROUP=8_CRIT=gini,-29.09625731916704,3.6129153471498285e-35,-1,0.5763947618761727,0.6970579118757426,0.0177775925900032,0.0141383794854571,"[0.5416, 0.6112]","[0.6693, 0.7248]","['F=every', 'T=range', 'GROUP=8', 'CRIT=gini']",every,range,8,,gini
